,Skills Required,count,Scrape Date,Job Title,Company,Location,Date Posted,Experience Level,Job Type,Work Type,Job Link,City,State,Job Category,Day Posted,Salary_Definite
2798,"R, Machine Learning",297,2025-02-24,AI Senior Scientist,Vivodyne,"Brisbane, CA",2025-02-15,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/ai-senior-scientist-at-vivodyne-4153484596?position=1&pageNum=2&refId=Gdrx3XVLjXzEfK5O9XAcHw%3D%3D&trackingId=D%2Bx%2B47%2F8uwr0mIJQrVLr0g%3D%3D,Brisbane,CA,AI/ML,Saturday,181000.0
2799,"R, Machine Learning",297,2025-02-24,"AI Training for K-12 Education Expert (Freelance, Remote)",Alignerr,"San Francisco, CA",2025-02-14,Senior Level,Contract,On-site,https://www.linkedin.com/jobs/view/ai-training-for-k-12-education-expert-freelance-remote-at-alignerr-4153418114?position=6&pageNum=7&refId=y0yca6UP3KoXAuwnWHYXMg%3D%3D&trackingId=84co0Bb9u%2BBAQjCf5GHdTg%3D%3D,San Francisco,CA,AI/ML,Friday,180000.0
2800,"R, Machine Learning",297,2025-02-26,"AI Trainer for Medicine (Freelance, Remote)",Alignerr,"San Francisco, CA",2025-02-15,Senior Level,Contract,On-site,https://www.linkedin.com/jobs/view/ai-trainer-for-medicine-freelance-remote-at-alignerr-4153483896?position=2&pageNum=15&refId=Qid9FmdB%2B6WPmsfhVKskYA%3D%3D&trackingId=BojEgafHBTJ%2B71Ir%2BoMFSQ%3D%3D,San Francisco,CA,AI/ML,Saturday,143000.0
2801,"R, Machine Learning",297,2025-02-26,VP AI,Spotify,"New York, NY",2025-02-21,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/vp-ai-at-spotify-4161801040?position=5&pageNum=15&refId=Qid9FmdB%2B6WPmsfhVKskYA%3D%3D&trackingId=HTWtkCRu7ogVCg32tCm2Tg%3D%3D,New York,NY,AI/ML,Friday,156000.0
2802,"R, Machine Learning",297,2025-02-26,"AI Training for K-12 Education Expert (Freelance, Remote)",Alignerr,"San Francisco, CA",2025-02-14,Senior Level,Contract,On-site,https://www.linkedin.com/jobs/view/ai-training-for-k-12-education-expert-freelance-remote-at-alignerr-4153418114?position=7&pageNum=10&refId=%2FzpVdgtTOZWNeN%2B9Iitieg%3D%3D&trackingId=J295Dr%2Fka%2FZtnd88poS1YA%3D%3D,San Francisco,CA,AI/ML,Friday,191000.0
2803,"R, Machine Learning",297,2025-02-28,"Product Manager, Network Growth AI",LinkedIn,"Mountain View, CA",2025-02-28,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-network-growth-ai-at-linkedin-4171072106?position=17&pageNum=0&refId=Fz8iW7l0jCUWjMQ4D8SF5w%3D%3D&trackingId=3lU%2FBU%2Ftyln9g11dGKmYPQ%3D%3D,Mountain View,CA,AI/ML,Friday,155000.0
2804,"R, Machine Learning",297,2025-02-28,VP AI,Spotify,"New York, NY",2025-02-21,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/vp-ai-at-spotify-4161801040?position=2&pageNum=15&refId=vALSxlo2WiyTsIrfj3ztRw%3D%3D&trackingId=6T91YMMe6uAXubm2D19kIw%3D%3D,New York,NY,AI/ML,Friday,185000.0
2805,"R, Machine Learning",297,2025-03-03,"Product Manager, Network Growth AI",LinkedIn,"Mountain View, CA",2025-02-28,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-network-growth-ai-at-linkedin-4171072106?position=11&pageNum=0&refId=2%2FsOE2L8LDg7tKTSC%2B5gYw%3D%3D&trackingId=VI6n6Rpb1JjKgJNSADa0Mw%3D%3D,Mountain View,CA,AI/ML,Friday,160000.0
2806,"R, Machine Learning",297,2025-03-05,"Product Manager, Network Growth AI",LinkedIn,"Mountain View, CA",2025-02-28,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-network-growth-ai-at-linkedin-4171072106?position=25&pageNum=0&refId=dTR0qTGcj%2FbaN4WIJiJ5Qg%3D%3D&trackingId=IWVysD%2Fp9m1vfGyyfuu6Kg%3D%3D,Mountain View,CA,AI/ML,Friday,117000.0
2808,"R, Machine Learning",297,2025-03-05,"Product Manager, Network Growth AI",LinkedIn,"Mountain View, CA",2025-02-28,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-network-growth-ai-at-linkedin-4171072106?position=25&pageNum=0&refId=gSZg4xiM3NvvSLRLf%2FEBgw%3D%3D&trackingId=wObAxtf7NXAmXqRmMP4MGw%3D%3D,Mountain View,CA,AI/ML,Friday,120000.0
2809,"R, Machine Learning",297,2025-03-11,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=3&pageNum=0&refId=GGEgVleWBH8H7GIQP4WHPQ%3D%3D&trackingId=eylZsQiwDRKaRyn4E3Nl0Q%3D%3D,Franklin,TN,Other,Thursday,140000.0
2810,"R, Machine Learning",297,2025-03-11,Machine Learning Scientist,IntePros,"Seattle, WA",2025-03-10,Senior Level,Contract,On-site,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-intepros-4181437871?position=44&pageNum=0&refId=GGEgVleWBH8H7GIQP4WHPQ%3D%3D&trackingId=FBYGQUAlPHMM1H2FbjTWbg%3D%3D,Seattle,WA,AI/ML,Monday,177000.0
2811,"R, Machine Learning",297,2025-03-11,Fraud Analyst,MoonPay,New York City Metropolitan Area,2025-03-11,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/fraud-analyst-at-moonpay-4182003010?position=4&pageNum=12&refId=YcRzyZSk7QG3z5ixcje4Ow%3D%3D&trackingId=5AXg8F0yF%2BVyAYuJIIEEWg%3D%3D,New York City Metropolitan Area,,Data Analyst,Tuesday,94000.0
2812,"R, Machine Learning",297,2025-03-12,Head of Artificial Intelligence,Seer,San Francisco Bay Area,2025-03-12,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-seer-4182797498?position=17&pageNum=0&refId=9zlvAgw%2FIUkJQpQHoi3fig%3D%3D&trackingId=GTfKTqWAO1TY1fIITV%2F7ow%3D%3D,San Francisco Bay Area,,Other,Wednesday,187000.0
2814,"R, Machine Learning",297,2025-03-12,AI Researcher - Personalization Group,Wand AI,"Palo Alto, CA",2025-01-31,Entry Level,Internship,Remote,https://www.linkedin.com/jobs/view/ai-researcher-personalization-group-at-wand-ai-4138573969?position=8&pageNum=12&refId=UzlLrNHfjfFUuDpEryzcSg%3D%3D&trackingId=XzQVKd1fyH49HjJ6fP7jhg%3D%3D,Palo Alto,CA,AI/ML,Friday,84000.0
2815,"R, Machine Learning",297,2025-03-12,Head of Artificial Intelligence,Seer,San Francisco Bay Area,2025-03-12,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-seer-4182797498?position=2&pageNum=0&refId=2tmje2Kq6V48NDhNXkVusw%3D%3D&trackingId=WFGyGjRIZ070Tb9%2BOGvm4g%3D%3D,San Francisco Bay Area,,Other,Wednesday,203000.0
2816,"R, Machine Learning",297,2025-03-12,"Senior Vice President, Global Head of AI Business Development",Rackspace Technology,United States,2025-03-10,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-vice-president-global-head-of-ai-business-development-at-rackspace-technology-4179360215?position=36&pageNum=0&refId=2tmje2Kq6V48NDhNXkVusw%3D%3D&trackingId=LF7Dhf0zxQSo4qkW3Ptlew%3D%3D,Toledo,OH,AI/ML,Monday,171000.0
2817,"R, Machine Learning",297,2025-03-12,Client Success Associate,Zest AI,United States,2025-03-11,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/client-success-associate-at-zest-ai-4180023154?position=50&pageNum=0&refId=2tmje2Kq6V48NDhNXkVusw%3D%3D&trackingId=nABfy%2Bk1wSV9gG3x4VlHtw%3D%3D,Addison,TX,Other,Tuesday,144000.0
2818,"R, Machine Learning",297,2025-03-12,Vice President of Machine Learning,DeepRec.ai,"Mountain View, CA",2025-01-06,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/vice-president-of-machine-learning-at-deeprec-ai-4086483457?position=3&pageNum=12&refId=MO%2BsPyCKaU6HDfl44wXyjQ%3D%3D&trackingId=i5jn2w2FLdtTe1r5K1xnkQ%3D%3D,Mountain View,CA,AI/ML,Monday,120000.0
2819,"R, Machine Learning",297,2025-03-12,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=p0CA5Y%2FmXd5rcoIftPhYTg%3D%3D&trackingId=FlL2ttcBxwKDh69JVadBHg%3D%3D,Roanoke,VA,Other,Thursday,170000.0
2822,"R, Machine Learning",297,2025-03-12,Chief Operating Officer (COO),ChainOpera AI,United States,2024-10-30,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/chief-operating-officer-coo-at-chainopera-ai-4063585552?position=7&pageNum=10&refId=hFkvzGDVO7i6yTyJfaYGdA%3D%3D&trackingId=J7Va4%2FwCJjrxu2B%2BC3Zt8Q%3D%3D,Roanoke,VA,Other,Wednesday,205000.0
2823,"R, Machine Learning",297,2025-03-13,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=xVJRM8bW0DAFP2dfWOjAkg%3D%3D&trackingId=37oTiKBVevXIUA4rX79Zxg%3D%3D,Indiana,IN,Other,Thursday,204000.0
2825,"R, Machine Learning",297,2025-03-13,Chief Operating Officer (COO),ChainOpera AI,United States,2024-10-30,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/chief-operating-officer-coo-at-chainopera-ai-4063585552?position=9&pageNum=10&refId=3EfrucxmUIafWxKhXUBUVQ%3D%3D&trackingId=IgNkbYLbsxsSo7m50nLREg%3D%3D,Cranbury,NJ,Other,Wednesday,183000.0
2826,"R, Machine Learning",297,2025-03-13,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=EOdxCXvCvGt6MJpckbkVQQ%3D%3D&trackingId=VZYy04ElvYEssnZh7wfcLg%3D%3D,Reston,VA,Other,Thursday,163000.0
2829,"R, Machine Learning",297,2025-03-15,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=v2DfFlWUm7wgaaka395CCw%3D%3D&trackingId=wH5o3dYZztkT0KVpssLHYA%3D%3D,Somerset,NJ,Other,Thursday,143000.0
2830,"R, Machine Learning",297,2025-03-15,"Emerging and Disruptive Technology Analyst - AI/ML, Mid","Global Dimensions, LLC","Quantico, VA",2025-03-14,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/emerging-and-disruptive-technology-analyst-ai-ml-mid-at-global-dimensions-llc-4184815280?position=3&pageNum=10&refId=iawOMS%2FRzp7AarPJcKW%2F%2Bg%3D%3D&trackingId=CxuXCBTvF1Nb8RiLB2%2Fy4A%3D%3D,Quantico,VA,AI/ML,Friday,149000.0
2831,"R, Machine Learning",297,2025-03-15,Chief Operating Officer (COO),ChainOpera AI,United States,2024-10-30,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/chief-operating-officer-coo-at-chainopera-ai-4063585552?position=8&pageNum=12&refId=BTeFbcvYlauB%2BY8D2VaANw%3D%3D&trackingId=oNFDIe7jl%2FDnNByKDhJrdg%3D%3D,Delray Beach,FL,Other,Wednesday,190000.0
2832,"R, Machine Learning",297,2025-03-15,Senior AI Engineer,You.com,"San Francisco, CA",2025-03-06,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-ai-engineer-at-you-com-4176120954?position=8&pageNum=15&refId=sd9UoyfVSGIfJ5Tr6dP6nw%3D%3D&trackingId=Blcv2ckruA9WTsnLPwpGmg%3D%3D,San Francisco,CA,AI/ML,Thursday,190000.0
2833,"R, Machine Learning",297,2025-03-16,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=aMpuycOQ71HTMe6rU%2BpMnw%3D%3D&trackingId=jsYSwi42yzrBA%2FhF5wsE%2BA%3D%3D,Wichita,KS,Other,Thursday,178000.0
2834,"R, Machine Learning",297,2025-03-16,"Emerging and Disruptive Technology Analyst - AI/ML, Mid","Global Dimensions, LLC","Quantico, VA",2025-03-14,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/emerging-and-disruptive-technology-analyst-ai-ml-mid-at-global-dimensions-llc-4184815280?position=4&pageNum=10&refId=pkXTK5aphkJJhduaN3ot5w%3D%3D&trackingId=%2BNs7%2FoB4%2Fj%2BEIsDuGnTQBw%3D%3D,Quantico,VA,AI/ML,Friday,114000.0
2835,"R, Machine Learning",297,2025-03-18,Chief Operating Officer (COO),ChainOpera AI,United States,2024-10-30,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/chief-operating-officer-coo-at-chainopera-ai-4063585552?position=50&pageNum=0&refId=tmkffeo0OuH%2B5J%2FazNp2hw%3D%3D&trackingId=hxZz9jRO%2FFHDjdaLd6U6gQ%3D%3D,Richmond,VA,Other,Wednesday,145000.0
2836,"R, Machine Learning",297,2025-03-18,Client Success Associate,Zest AI,United States,2025-03-11,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/client-success-associate-at-zest-ai-4180023154?position=2&pageNum=5&refId=LlXFHJttlUx%2FYXFvl8aNmw%3D%3D&trackingId=6ujLjtKV5tWFjX7Xr9VGfg%3D%3D,Chapel Hill,NC,Other,Tuesday,109000.0
2838,"R, Machine Learning",297,2025-03-18,Fraud Analyst,MoonPay,New York City Metropolitan Area,2025-03-17,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/fraud-analyst-at-moonpay-4187445441?position=10&pageNum=12&refId=zr85D94cU3XWzotRHDcAmg%3D%3D&trackingId=5D%2FpFmKijUsVeNtNlb46qA%3D%3D,New York City Metropolitan Area,,Data Analyst,Monday,107000.0
2839,"R, Machine Learning",297,2025-03-18,"Senior Vice President, Global Head of AI Business Development",Rackspace Technology,United States,2025-03-10,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-vice-president-global-head-of-ai-business-development-at-rackspace-technology-4179360215?position=1&pageNum=15&refId=SelNifaI4aStcuhy4HUmrA%3D%3D&trackingId=A%2FLgDV0nHOzjexvhyAbYog%3D%3D,Clarksville,TN,AI/ML,Monday,175000.0
2840,"R, Machine Learning",297,2025-03-19,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=mV%2BxvDutRLa%2BdRtOmnN9kA%3D%3D&trackingId=rDGe0aA19ZdohcPqwVtZ8w%3D%3D,Iowa,IA,Other,Thursday,142000.0
2841,"R, Machine Learning",297,2025-03-19,Head of Artificial Intelligence,seer,"Santa Rosa, CA",2025-03-19,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-seer-4184900873?position=27&pageNum=0&refId=mV%2BxvDutRLa%2BdRtOmnN9kA%3D%3D&trackingId=FJOW8yh1Xzm51Mq515hHYA%3D%3D,Santa Rosa,CA,Other,Wednesday,205000.0
2842,"R, Machine Learning",297,2025-03-19,Head of Artificial Intelligence,seer,"Santa Rosa, CA",2025-03-19,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-seer-4184900873?position=2&pageNum=2&refId=SNsWNpuj17UmBXGd%2Fh0IZQ%3D%3D&trackingId=7CetknA7%2F01cqf0RcxOhIw%3D%3D,Santa Rosa,CA,Other,Wednesday,196000.0
2843,"R, Machine Learning",297,2025-03-19,Data Annotator,Lensa,"Nashville, TN",2025-03-19,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-annotator-at-lensa-4186249345?position=9&pageNum=7&refId=EEvUfjWhMC2rt73LVJDV9Q%3D%3D&trackingId=fR8%2BfxOUsohpdKFHAHf%2FKw%3D%3D,Nashville,TN,Other,Wednesday,187000.0
2844,"R, Machine Learning",297,2025-03-19,"Emerging and Disruptive Technology Analyst - AI/ML, Mid","Global Dimensions, LLC","Quantico, VA",2025-03-14,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/emerging-and-disruptive-technology-analyst-ai-ml-mid-at-global-dimensions-llc-4184815280?position=2&pageNum=12&refId=qtG88g4vo3tEcnzpWPiNFw%3D%3D&trackingId=Xef3HfB24Z2cxfFiNLAvTA%3D%3D,Quantico,VA,AI/ML,Friday,127000.0
2845,"R, Machine Learning",297,2025-03-19,Chief Operating Officer (COO),ChainOpera AI,United States,2024-10-30,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/chief-operating-officer-coo-at-chainopera-ai-4063585552?position=8&pageNum=12&refId=qtG88g4vo3tEcnzpWPiNFw%3D%3D&trackingId=rgjP6xxd9Vv9peqluaREeA%3D%3D,Springdale,AR,Other,Wednesday,179000.0
2846,"R, Machine Learning",297,2025-03-19,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=wWD%2BvDa8tVVCRtNGoOMyyw%3D%3D&trackingId=7WWE%2Fdv0hcbJmckbnEYEqg%3D%3D,Canton,OH,Other,Thursday,198000.0
2847,"R, Machine Learning",297,2025-03-19,AI Software Developer,Rokt,"New York, NY",2025-03-18,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-software-developer-at-rokt-4185906625?position=2&pageNum=10&refId=suGezuZ08kAMh0kfQRzkdA%3D%3D&trackingId=yr3EaNLxDIP7SWYgRldWng%3D%3D,New York,NY,AI/ML,Tuesday,171000.0
2848,"R, Machine Learning",297,2025-03-19,"Scientific Business Analyst, Scientific AI",TetraScience,United States,2025-02-22,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/scientific-business-analyst-scientific-ai-at-tetrascience-4188907679?position=7&pageNum=10&refId=suGezuZ08kAMh0kfQRzkdA%3D%3D&trackingId=lBRCHjy2NjD%2FujzyhELaYA%3D%3D,New Orleans,LA,AI/ML,Saturday,172000.0
2849,"R, Machine Learning",297,2025-03-19,Client Success Associate,Zest AI,United States,2025-03-11,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/client-success-associate-at-zest-ai-4180023154?position=3&pageNum=15&refId=BTjsqZ1VH5Y3vhFeJeJFJA%3D%3D&trackingId=Q%2B30Cxh3iEhtZ3ytmxrolw%3D%3D,Washington,WA,Other,Tuesday,119000.0
2850,"R, Machine Learning",297,2025-03-19,Fraud Analyst,MoonPay,New York City Metropolitan Area,2025-03-17,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/fraud-analyst-at-moonpay-4187445441?position=4&pageNum=15&refId=BTjsqZ1VH5Y3vhFeJeJFJA%3D%3D&trackingId=%2Fu8Qyb42Zoonow6GM8z2ww%3D%3D,New York City Metropolitan Area,,Data Analyst,Monday,96000.0
2851,"R, Machine Learning",297,2025-03-19,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=QvHSFZ%2BERPHI1Wl6h2pUtQ%3D%3D&trackingId=Woc5ySzlOqDpHZJiaPTsZw%3D%3D,Brooklyn Park,MN,Other,Thursday,145000.0
2852,"R, Machine Learning",297,2025-03-19,"Generative AI Associate, STEM",Innodata Inc.,United States,2025-03-19,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/generative-ai-associate-stem-at-innodata-inc-4184944501?position=59&pageNum=0&refId=QvHSFZ%2BERPHI1Wl6h2pUtQ%3D%3D&trackingId=7GlSRzAWEDw7TTeQ5iXppg%3D%3D,Columbus,OH,AI/ML,Wednesday,150000.0
2853,"R, Machine Learning",297,2025-03-19,"Generative AI Associate, STEM",Innodata Inc.,United States,2025-03-19,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/generative-ai-associate-stem-at-innodata-inc-4184944501?position=10&pageNum=5&refId=0sIEQ9BhRlS4wMCDjn%2FVpg%3D%3D&trackingId=OTqpd22ZOm6kyzyadaAaog%3D%3D,Los Gatos,CA,AI/ML,Wednesday,177000.0
2854,"R, Machine Learning",297,2025-03-19,AI Software Developer,Rokt,"New York, NY",2025-03-18,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-software-developer-at-rokt-4185906625?position=4&pageNum=10&refId=U5hFN2AffgIMkbr7D4BUhg%3D%3D&trackingId=PZ5vqzlKXP59pqUE39OTQg%3D%3D,New York,NY,AI/ML,Tuesday,182000.0
2855,"R, Machine Learning",297,2025-03-19,"Scientific Business Analyst, Scientific AI",TetraScience,United States,2025-02-22,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/scientific-business-analyst-scientific-ai-at-tetrascience-4188907679?position=9&pageNum=10&refId=U5hFN2AffgIMkbr7D4BUhg%3D%3D&trackingId=C8SG%2FZPNSOjHOlgPxjiFuw%3D%3D,Chesterfield,MO,AI/ML,Saturday,207000.0
2856,"R, Machine Learning",297,2025-03-19,Data Annotator,Lensa,"Nashville, TN",2025-03-19,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-annotator-at-lensa-4186249345?position=10&pageNum=10&refId=U5hFN2AffgIMkbr7D4BUhg%3D%3D&trackingId=ASlcuCRKr%2FtKhO%2BITIDP6w%3D%3D,Nashville,TN,Other,Wednesday,194000.0
2857,"R, Machine Learning",297,2025-03-19,Data Scientist,Vanguard,"Malvern, PA",2025-03-19,Entry Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-vanguard-4189009224?position=3&pageNum=15&refId=NnnwG30K2Fd%2B7%2FF4CIBE4g%3D%3D&trackingId=J9s9rWiOciefXLQoeEdhzw%3D%3D,Malvern,PA,Data Scientist,Wednesday,109000.0
2858,"R, Machine Learning",297,2025-03-19,Client Success Associate,Zest AI,United States,2025-03-11,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/client-success-associate-at-zest-ai-4180023154?position=8&pageNum=15&refId=NnnwG30K2Fd%2B7%2FF4CIBE4g%3D%3D&trackingId=NZjUzXCzBLJoICbxWw6NBw%3D%3D,Rockford,IL,Other,Tuesday,101000.0
2859,"R, Machine Learning",297,2025-03-25,Don't see the role you're looking for? Join our Talent Pool!,Arize AI,United States,2025-03-06,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/don-t-see-the-role-you-re-looking-for%3F-join-our-talent-pool%21-at-arize-ai-4176765171?position=2&pageNum=0&refId=GiKv74bUb2ihipyi0xyAjg%3D%3D&trackingId=oyKk24guwGaKbUOUvIB7Bw%3D%3D,Peachtree Corners,GA,Other,Thursday,165000.0
2860,"R, Machine Learning",297,2025-03-25,AI Software Developer,Rokt,"New York, NY",2025-03-25,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-software-developer-at-rokt-4190578299?position=54&pageNum=0&refId=GiKv74bUb2ihipyi0xyAjg%3D%3D&trackingId=G8r7Q2tL8YE6Qzq%2BgwxVvQ%3D%3D,New York,NY,AI/ML,Tuesday,208000.0
2861,"R, Machine Learning",297,2025-03-25,AI Software Developer,Rokt,"New York, NY",2025-03-25,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-software-developer-at-rokt-4190578299?position=4&pageNum=5&refId=yK%2BjZsNUGbn5E2noBv5DRw%3D%3D&trackingId=c8OCy5Z5rIegtmmC189C7Q%3D%3D,New York,NY,AI/ML,Tuesday,204000.0
2862,"R, Machine Learning",297,2025-03-25,"Scientific Business Analyst, Scientific AI",TetraScience,United States,2025-02-22,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/scientific-business-analyst-scientific-ai-at-tetrascience-4188907679?position=10&pageNum=7&refId=JSg%2F%2BELinyBBqoyFoLlRCA%3D%3D&trackingId=9cuz5d4h5iQwRc2dgRgY8Q%3D%3D,Lake Forest,IL,AI/ML,Saturday,207000.0
